"","N_USUARIS","Any","Núm. Expedient","Municipi","Estat","Tipus","HORES_SERVEI_SAD","PREU_SERVEI_SAD","IMPORT_SERVEI_SAD","IMPORT_SERVEI_SAD_IVA","HORES_SERVEI_SAD_NO","PREU_SERVEI_SAD_NO","IMPORT_SERVEI_SAD_NO","IMPORT_SERVEI_SAD_NO_IVA","Data de naixement","Sexe","Any de naixement","EDAT","TIPUS_SERVEI_SAD","Codi","PREU_SERVEI_SAD_HORA","PREU_SERVEI_SAD_HORA_NO","SAD_Dona","SAD_Home","USUARIS SAD De 31 a 50","USUARIS SAD De 51 a 70","USUARIS SAD De 71 a 100","USUARIS SAD De 0 a 30","NA","N_Municipis_Any","N_USUARIS_ANY","USUARIS_Muni","Homes","Dones","De 0 a 30","De 31 a 50","De 51 a 70","De 71 a 100","Total_POB_MUNI","Perc_SAD_POB_MUNI","Perc_SAD_Dones_Muni","Perc_SAD_Homes_Muni","Perc_SAD_USUARIS_0_a_30_A","Perc_SAD_USUARIS_31_a_50_A","Perc_SAD_USUARIS_51_a_70_A","Perc_SAD_USUARIS_71_a_100_A","Perc_Pob","Esperança_vida_H_I_D_BCN_PROV","Esperança_vida_H_BCN_PROV","Esperança_vida_D_BCN_PROV","VS_65_Homes_CAT","VS_65_Dones_CAT","Total_VS_65_HD_CAT","VS_AN_Homes_CAT","VS_AN_Dones_CAT","Total_VS_AN_HD_CAT","Total places Residències","Places Centres de dia","MEAN_VALORACIO_SIT_ECO_CAT","MEAN_VALORACIO_SIT_POL_CAT","MEAN_INTERES_POL","MEAN_STF_DEM","MEAN_CONFI_POL","MEAN_IDEOLOGIA","MEAN_SENT_PERT","VO PIB milions d'euros","VO PIB  per habitant. Milers d'euros","VO PIB  per habitant. Índex Catalunya = 100","Perc_VO_PIB_ME","VO_PIB_Dico","PERC_VO_PIB_ME_CUTTED","RFDB milers d'euros","RFDB per habitant. Milers d'euros","RFDB per habitant. Índex Catalunya = 100","Perc_VO_RFD_me","VO_RFD_Dico","Perc_VO_RFD_me_CUTTED","Altitud (m)","Superficie (km2)","Perc_pob","Densit_pob","Perc_Densit_pob","Nombre de pensions","Nombre de pensionistes","Pensions per pensionista","Perc_N_Pens","Perc_Pens_Pob","IBI_Rebuts","IBI_Base imposable (milers d'euros)","IBI_Quota íntegra (euros)","IBI_Base imposable/ Rebut (euros)","IBI_Quota íntegra/ Rebut (euros)","Perc_VO_IBI_me","VO_IBI_Dico","PERC_VO_IBI_me_CUTTED","IRPF_Base imposable general per declarant (EUROS)","IRPF_Quota resultant de l'autoliquidació per declarant (EUROS)","Perc_VO_IRPF_e","VO_IRPF_Dico","PERC_VO_IRPF_e_CUTTED","Índex de Gini (CAT)","Índex de ràtio S80/S20 (CAT)","Taxa de risc de pobresa o exclusió social (taxa AROPE)","Població en risc de pobresa (després de transferències socials)","Població que viu en llars amb intensitat de treball molt baixa (1)","Població amb privació material severa","PIB (CAT)","Producció de béns públics de caràcter social","Soport financer als ens locals","Deute públic","Pressupots Consell Comarcal Vallès Oriental (milions €)","Perc_Homes_CAT_Sota_Llindar_pobresa","Perc_Dones_CAT_Sota_Llindar_pobresa","Perc_Total_Pob_CAT_Sota_Llindar_pobresa","Anys_Dependencia","Anys_Dependencia_Cutted","ABS_DSP_2017"
"3539",259,2021,"30/038/2020","Sant Celoni","Actiu","Social",28,110.18,440.72,458.3488,0,0,0,0,1942-06-07,"Dona",1942,79,"Nateja de la llar","082021",15.74,NA,49,9,1,9,48,0,NA,16,336,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,285623,161,911,3.99403124993882,"RFD VO me Per sobre la mitjana","Alta",152,65.23,4.32704810667786,278.031580561092,0.798757209559771,"3931",3457,"1.14",4.50717079530639,Inf,11369,711005,6051161,62538.9,532.3,4.15813577405025,"IBI VO me Per sobre la mitjana","Alt",22181,5307,1.76892924283029,"IRPF VO me Per sota la mitjana","Baix-Mig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Després 2017"
"3540",260,2021,"30/046/2020","Sant Celoni","Actiu","Social",54,125.92,849.96,883.9584,0,0,0,0,1947-10-10,"Dona",1947,74,"Nateja de la llar","082021",15.74,NA,49,9,1,9,48,0,NA,16,336,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,285623,161,911,3.99403124993882,"RFD VO me Per sobre la mitjana","Alta",152,65.23,4.32704810667786,278.031580561092,0.798757209559771,"3931",3457,"1.14",4.50717079530639,Inf,11369,711005,6051161,62538.9,532.3,4.15813577405025,"IBI VO me Per sobre la mitjana","Alt",22181,5307,1.76892924283029,"IRPF VO me Per sota la mitjana","Baix-Mig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Després 2017"
"3541",261,2021,"30/048/2020","Sant Celoni","Actiu","Social",14,47.22,220.36,229.1744,0,0,0,0,1944-05-13,"Dona",1944,77,"Nateja de la llar","082021",15.74,NA,49,9,1,9,48,0,NA,16,336,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,285623,161,911,3.99403124993882,"RFD VO me Per sobre la mitjana","Alta",152,65.23,4.32704810667786,278.031580561092,0.798757209559771,"3931",3457,"1.14",4.50717079530639,Inf,11369,711005,6051161,62538.9,532.3,4.15813577405025,"IBI VO me Per sobre la mitjana","Alt",22181,5307,1.76892924283029,"IRPF VO me Per sota la mitjana","Baix-Mig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Després 2017"
"3542",262,2021,"30/053/2020","Sant Celoni","Actiu","Social",70,125.92,1101.8,1145.872,0,0,0,0,1939-05-04,"Dona",1939,82,"Nateja de la llar","082021",15.74,NA,49,9,1,9,48,0,NA,16,336,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,285623,161,911,3.99403124993882,"RFD VO me Per sobre la mitjana","Alta",152,65.23,4.32704810667786,278.031580561092,0.798757209559771,"3931",3457,"1.14",4.50717079530639,Inf,11369,711005,6051161,62538.9,532.3,4.15813577405025,"IBI VO me Per sobre la mitjana","Alt",22181,5307,1.76892924283029,"IRPF VO me Per sota la mitjana","Baix-Mig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Després 2017"
"3543",263,2021,"30/054/2020","Sant Celoni","Actiu","Social",32,125.92,503.68,523.8272,0,0,0,0,1957-03-04,"Dona",1957,64,"Nateja de la llar","082021",15.74,NA,49,9,1,9,48,0,NA,16,336,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,285623,161,911,3.99403124993882,"RFD VO me Per sobre la mitjana","Alta",152,65.23,4.32704810667786,278.031580561092,0.798757209559771,"3931",3457,"1.14",4.50717079530639,Inf,11369,711005,6051161,62538.9,532.3,4.15813577405025,"IBI VO me Per sobre la mitjana","Alt",22181,5307,1.76892924283029,"IRPF VO me Per sota la mitjana","Baix-Mig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Després 2017"
"3544",264,2021,"30/056/2020","Sant Celoni","Actiu","Social",32,125.92,503.68,523.8272,0,0,0,0,1936-07-29,"Dona",1936,85,"Nateja de la llar","082021",15.74,NA,49,9,1,9,48,0,NA,16,336,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,285623,161,911,3.99403124993882,"RFD VO me Per sobre la mitjana","Alta",152,65.23,4.32704810667786,278.031580561092,0.798757209559771,"3931",3457,"1.14",4.50717079530639,Inf,11369,711005,6051161,62538.9,532.3,4.15813577405025,"IBI VO me Per sobre la mitjana","Alt",22181,5307,1.76892924283029,"IRPF VO me Per sota la mitjana","Baix-Mig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Després 2017"
"3545",265,2021,"30/057/2020","Sant Celoni","Actiu","Social",26,94.44,409.24,425.6096,0,0,0,0,1937-08-19,"Dona",1937,84,"Nateja de la llar","082021",15.74,NA,49,9,1,9,48,0,NA,16,336,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,285623,161,911,3.99403124993882,"RFD VO me Per sobre la mitjana","Alta",152,65.23,4.32704810667786,278.031580561092,0.798757209559771,"3931",3457,"1.14",4.50717079530639,Inf,11369,711005,6051161,62538.9,532.3,4.15813577405025,"IBI VO me Per sobre la mitjana","Alt",22181,5307,1.76892924283029,"IRPF VO me Per sota la mitjana","Baix-Mig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Després 2017"
"3546",267,2021,"30/061/2020","Sant Celoni","Actiu","Social",56.5,125.92,889.31,924.8824,0,0,0,0,1951-04-24,"Home",1951,70,"Nateja de la llar","082021",15.74,NA,49,9,1,9,48,0,NA,16,336,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,285623,161,911,3.99403124993882,"RFD VO me Per sobre la mitjana","Alta",152,65.23,4.32704810667786,278.031580561092,0.798757209559771,"3931",3457,"1.14",4.50717079530639,Inf,11369,711005,6051161,62538.9,532.3,4.15813577405025,"IBI VO me Per sobre la mitjana","Alt",22181,5307,1.76892924283029,"IRPF VO me Per sota la mitjana","Baix-Mig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Després 2017"
"3547",268,2021,"30/062/2020","Sant Celoni","Actiu","Social",66,125.92,1038.84,1080.3936,0,0,0,0,1935-08-02,"Dona",1935,86,"Nateja de la llar","082021",15.74,NA,49,9,1,9,48,0,NA,16,336,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,285623,161,911,3.99403124993882,"RFD VO me Per sobre la mitjana","Alta",152,65.23,4.32704810667786,278.031580561092,0.798757209559771,"3931",3457,"1.14",4.50717079530639,Inf,11369,711005,6051161,62538.9,532.3,4.15813577405025,"IBI VO me Per sobre la mitjana","Alt",22181,5307,1.76892924283029,"IRPF VO me Per sota la mitjana","Baix-Mig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Després 2017"
"3548",269,2021,"30/063/2020","Sant Celoni","Actiu","Social",52,94.44,818.48,851.2192,0,0,0,0,1947-03-27,"Dona",1947,74,"Nateja de la llar","082021",15.74,NA,49,9,1,9,48,0,NA,16,336,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,285623,161,911,3.99403124993882,"RFD VO me Per sobre la mitjana","Alta",152,65.23,4.32704810667786,278.031580561092,0.798757209559771,"3931",3457,"1.14",4.50717079530639,Inf,11369,711005,6051161,62538.9,532.3,4.15813577405025,"IBI VO me Per sobre la mitjana","Alt",22181,5307,1.76892924283029,"IRPF VO me Per sota la mitjana","Baix-Mig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Després 2017"
"3549",270,2021,"30/064/2020","Sant Celoni","Actiu","Social",30,125.92,472.2,491.088,0,0,0,0,1959-08-16,"Dona",1959,62,"Nateja de la llar","082021",15.74,NA,49,9,1,9,48,0,NA,16,336,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,285623,161,911,3.99403124993882,"RFD VO me Per sobre la mitjana","Alta",152,65.23,4.32704810667786,278.031580561092,0.798757209559771,"3931",3457,"1.14",4.50717079530639,Inf,11369,711005,6051161,62538.9,532.3,4.15813577405025,"IBI VO me Per sobre la mitjana","Alt",22181,5307,1.76892924283029,"IRPF VO me Per sota la mitjana","Baix-Mig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Després 2017"
"3550",271,2021,"30/067/2020","Sant Celoni","Actiu","Social",32,125.92,503.68,523.8272,0,0,0,0,1933-02-17,"Dona",1933,88,"Nateja de la llar","082021",15.74,NA,49,9,1,9,48,0,NA,16,336,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,285623,161,911,3.99403124993882,"RFD VO me Per sobre la mitjana","Alta",152,65.23,4.32704810667786,278.031580561092,0.798757209559771,"3931",3457,"1.14",4.50717079530639,Inf,11369,711005,6051161,62538.9,532.3,4.15813577405025,"IBI VO me Per sobre la mitjana","Alt",22181,5307,1.76892924283029,"IRPF VO me Per sota la mitjana","Baix-Mig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Després 2017"
"3551",272,2021,"30/069/2020","Sant Celoni","Actiu","Social",18,125.92,283.32,294.6528,0,0,0,0,1939-09-29,"Dona",1939,82,"Nateja de la llar","082021",15.74,NA,49,9,1,9,48,0,NA,16,336,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,285623,161,911,3.99403124993882,"RFD VO me Per sobre la mitjana","Alta",152,65.23,4.32704810667786,278.031580561092,0.798757209559771,"3931",3457,"1.14",4.50717079530639,Inf,11369,711005,6051161,62538.9,532.3,4.15813577405025,"IBI VO me Per sobre la mitjana","Alt",22181,5307,1.76892924283029,"IRPF VO me Per sota la mitjana","Baix-Mig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Després 2017"
"3552",276,2021,"30/081/2020","Sant Celoni","Actiu","Social",32,125.92,503.68,523.8272,0,0,0,0,1942-01-03,"Dona",1942,79,"Nateja de la llar","082021",15.74,NA,49,9,1,9,48,0,NA,16,336,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,285623,161,911,3.99403124993882,"RFD VO me Per sobre la mitjana","Alta",152,65.23,4.32704810667786,278.031580561092,0.798757209559771,"3931",3457,"1.14",4.50717079530639,Inf,11369,711005,6051161,62538.9,532.3,4.15813577405025,"IBI VO me Per sobre la mitjana","Alt",22181,5307,1.76892924283029,"IRPF VO me Per sota la mitjana","Baix-Mig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Després 2017"
"3553",277,2021,"30/083/2020","Sant Celoni","Actiu","Social",30,125.92,472.2,491.088,0,0,0,0,1931-11-07,"Dona",1931,90,"Nateja de la llar","082021",15.74,NA,49,9,1,9,48,0,NA,16,336,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,285623,161,911,3.99403124993882,"RFD VO me Per sobre la mitjana","Alta",152,65.23,4.32704810667786,278.031580561092,0.798757209559771,"3931",3457,"1.14",4.50717079530639,Inf,11369,711005,6051161,62538.9,532.3,4.15813577405025,"IBI VO me Per sobre la mitjana","Alt",22181,5307,1.76892924283029,"IRPF VO me Per sota la mitjana","Baix-Mig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Després 2017"
"3554",280,2021,"30/089/2020","Sant Celoni","Actiu","Social",34,125.92,535.16,556.5664,0,0,0,0,1949-07-08,"Dona",1949,72,"Nateja de la llar","082021",15.74,NA,49,9,1,9,48,0,NA,16,336,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,285623,161,911,3.99403124993882,"RFD VO me Per sobre la mitjana","Alta",152,65.23,4.32704810667786,278.031580561092,0.798757209559771,"3931",3457,"1.14",4.50717079530639,Inf,11369,711005,6051161,62538.9,532.3,4.15813577405025,"IBI VO me Per sobre la mitjana","Alt",22181,5307,1.76892924283029,"IRPF VO me Per sota la mitjana","Baix-Mig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Després 2017"
"3555",281,2021,"30/091/2020","Sant Celoni","Actiu","Social",66,125.92,1038.84,1080.3936,0,0,0,0,1941-07-13,"Dona",1941,80,"Nateja de la llar","082021",15.74,NA,49,9,1,9,48,0,NA,16,336,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,285623,161,911,3.99403124993882,"RFD VO me Per sobre la mitjana","Alta",152,65.23,4.32704810667786,278.031580561092,0.798757209559771,"3931",3457,"1.14",4.50717079530639,Inf,11369,711005,6051161,62538.9,532.3,4.15813577405025,"IBI VO me Per sobre la mitjana","Alt",22181,5307,1.76892924283029,"IRPF VO me Per sota la mitjana","Baix-Mig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Després 2017"
"3556",282,2021,"30/094/2020","Sant Celoni","Actiu","Social",48,110.18,755.52,785.7408,0,0,0,0,1943-11-13,"Dona",1943,78,"Nateja de la llar","082021",15.74,NA,49,9,1,9,48,0,NA,16,336,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,285623,161,911,3.99403124993882,"RFD VO me Per sobre la mitjana","Alta",152,65.23,4.32704810667786,278.031580561092,0.798757209559771,"3931",3457,"1.14",4.50717079530639,Inf,11369,711005,6051161,62538.9,532.3,4.15813577405025,"IBI VO me Per sobre la mitjana","Alt",22181,5307,1.76892924283029,"IRPF VO me Per sota la mitjana","Baix-Mig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Després 2017"
"3557",283,2021,"30/095/2020","Sant Celoni","Actiu","Social",34,125.92,535.16,556.5664,0,0,0,0,1939-04-07,"Dona",1939,82,"Nateja de la llar","082021",15.74,NA,49,9,1,9,48,0,NA,16,336,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,285623,161,911,3.99403124993882,"RFD VO me Per sobre la mitjana","Alta",152,65.23,4.32704810667786,278.031580561092,0.798757209559771,"3931",3457,"1.14",4.50717079530639,Inf,11369,711005,6051161,62538.9,532.3,4.15813577405025,"IBI VO me Per sobre la mitjana","Alt",22181,5307,1.76892924283029,"IRPF VO me Per sota la mitjana","Baix-Mig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Després 2017"
"3558",284,2021,"30/096/2020","Sant Celoni","Actiu","Social",18,94.44,283.32,294.6528,0,0,0,0,1934-10-12,"Dona",1934,87,"Nateja de la llar","082021",15.74,NA,49,9,1,9,48,0,NA,16,336,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,285623,161,911,3.99403124993882,"RFD VO me Per sobre la mitjana","Alta",152,65.23,4.32704810667786,278.031580561092,0.798757209559771,"3931",3457,"1.14",4.50717079530639,Inf,11369,711005,6051161,62538.9,532.3,4.15813577405025,"IBI VO me Per sobre la mitjana","Alt",22181,5307,1.76892924283029,"IRPF VO me Per sota la mitjana","Baix-Mig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Després 2017"
"3559",287,2021,"30/108/2020","Sant Celoni","Actiu","Social",54,125.92,849.96,883.9584,0,0,0,0,1938-04-05,"Dona",1938,83,"Nateja de la llar","082021",15.74,NA,49,9,1,9,48,0,NA,16,336,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,285623,161,911,3.99403124993882,"RFD VO me Per sobre la mitjana","Alta",152,65.23,4.32704810667786,278.031580561092,0.798757209559771,"3931",3457,"1.14",4.50717079530639,Inf,11369,711005,6051161,62538.9,532.3,4.15813577405025,"IBI VO me Per sobre la mitjana","Alt",22181,5307,1.76892924283029,"IRPF VO me Per sota la mitjana","Baix-Mig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Després 2017"
"3560",288,2021,"30/109/2020","Sant Celoni","Actiu","Social",8,31.48,125.92,130.9568,0,0,0,0,1934-08-28,"Home",1934,87,"Nateja de la llar","082021",15.74,NA,49,9,1,9,48,0,NA,16,336,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,285623,161,911,3.99403124993882,"RFD VO me Per sobre la mitjana","Alta",152,65.23,4.32704810667786,278.031580561092,0.798757209559771,"3931",3457,"1.14",4.50717079530639,Inf,11369,711005,6051161,62538.9,532.3,4.15813577405025,"IBI VO me Per sobre la mitjana","Alt",22181,5307,1.76892924283029,"IRPF VO me Per sota la mitjana","Baix-Mig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Després 2017"
"3561",289,2021,"30/110/2020","Sant Celoni","Actiu","Social",56,110.18,881.44,916.6976,0,0,0,0,1926-03-17,"Dona",1926,95,"Nateja de la llar","082021",15.74,NA,49,9,1,9,48,0,NA,16,336,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,285623,161,911,3.99403124993882,"RFD VO me Per sobre la mitjana","Alta",152,65.23,4.32704810667786,278.031580561092,0.798757209559771,"3931",3457,"1.14",4.50717079530639,Inf,11369,711005,6051161,62538.9,532.3,4.15813577405025,"IBI VO me Per sobre la mitjana","Alt",22181,5307,1.76892924283029,"IRPF VO me Per sota la mitjana","Baix-Mig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Després 2017"
"3562",290,2021,"30/111/2020","Sant Celoni","Actiu","Social",45,125.92,708.3,736.632,0,0,0,0,1931-07-20,"Dona",1931,90,"Nateja de la llar","082021",15.74,NA,49,9,1,9,48,0,NA,16,336,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,285623,161,911,3.99403124993882,"RFD VO me Per sobre la mitjana","Alta",152,65.23,4.32704810667786,278.031580561092,0.798757209559771,"3931",3457,"1.14",4.50717079530639,Inf,11369,711005,6051161,62538.9,532.3,4.15813577405025,"IBI VO me Per sobre la mitjana","Alt",22181,5307,1.76892924283029,"IRPF VO me Per sota la mitjana","Baix-Mig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Després 2017"
"3563",291,2021,"30/114/2020","Sant Celoni","Actiu","Social",52,94.44,818.48,851.2192,0,0,0,0,1935-01-31,"Dona",1935,86,"Nateja de la llar","082021",15.74,NA,49,9,1,9,48,0,NA,16,336,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,285623,161,911,3.99403124993882,"RFD VO me Per sobre la mitjana","Alta",152,65.23,4.32704810667786,278.031580561092,0.798757209559771,"3931",3457,"1.14",4.50717079530639,Inf,11369,711005,6051161,62538.9,532.3,4.15813577405025,"IBI VO me Per sobre la mitjana","Alt",22181,5307,1.76892924283029,"IRPF VO me Per sota la mitjana","Baix-Mig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Després 2017"
"3564",293,2021,"30/185/2020","Sant Celoni","Actiu","Social",32,125.92,503.68,523.8272,0,0,0,0,1945-04-28,"Dona",1945,76,"Nateja de la llar","082021",15.74,NA,49,9,1,9,48,0,NA,16,336,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,285623,161,911,3.99403124993882,"RFD VO me Per sobre la mitjana","Alta",152,65.23,4.32704810667786,278.031580561092,0.798757209559771,"3931",3457,"1.14",4.50717079530639,Inf,11369,711005,6051161,62538.9,532.3,4.15813577405025,"IBI VO me Per sobre la mitjana","Alt",22181,5307,1.76892924283029,"IRPF VO me Per sota la mitjana","Baix-Mig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Després 2017"
